constructorResultsId,raceId,constructorId,points,status,driver1,driver2
14052,349,williams,0,\N,0,0
14056,350,ferrari,40,\N,25,15
14057,350,mclaren,18,\N,18,0
14058,350,red_bull,20,\N,12,8
14059,350,mercedes,12,\N,10,2
14060,350,williams,7,\N,6,1
14064,350,sauber,0,\N,0,0
14068,351,ferrari,29,\N,25,4
14069,351,red_bull,33,\N,18,15
14070,351,mclaren,12,\N,12,0
14071,351,mercedes,10,\N,10,0
14072,351,williams,9,\N,8,1
14078,351,sauber,0,\N,0,0
14080,352,red_bull,43,\N,25,18
14081,352,ferrari,15,\N,15,0
14082,352,mclaren,22,\N,12,10
14083,352,mercedes,8,\N,8,0
14084,352,sauber,10,\N,6,4
14085,352,williams,2,\N,2,0
14092,353,ferrari,40,\N,25,15
14093,353,mclaren,18,\N,18,0
14094,353,mercedes,12,\N,12,0
14097,353,williams,7,\N,6,1
14098,353,sauber,6,\N,4,2
14102,353,red_bull,0,\N,0,0
14104,354,red_bull,43,\N,25,18
14105,354,ferrari,15,\N,15,0
14106,354,mclaren,22,\N,12,10
14107,354,mercedes,14,\N,8,6
14108,354,williams,4,\N,4,0
14110,354,sauber,1,\N,1,0
14116,355,red_bull,29,\N,25,4
14117,355,mclaren,33,\N,18,15
14118,355,mercedes,12,\N,12,0
14120,355,ferrari,7,\N,6,1
14122,355,sauber,0,\N,0,0
14123,355,williams,0,\N,0,0
14129,841,red_bull,35,\N,25,10
14130,841,mclaren,26,\N,18,8
14132,841,ferrari,18,\N,12,6
14133,841,sauber,0,\N,0,0
14138,841,williams,0,\N,0,0
14139,841,mercedes,0,\N,0,0
14140,842,red_bull,37,\N,25,12
14141,842,mclaren,22,\N,18,4
14143,842,ferrari,18,\N,10,8
14144,842,sauber,6,\N,6,0
14145,842,mercedes,2,\N,2,0
14151,842,williams,0,\N,0,0
14152,843,mclaren,37,\N,25,12
14153,843,red_bull,33,\N,18,15
14154,843,mercedes,14,\N,10,4
14155,843,ferrari,14,\N,8,6
14157,843,sauber,1,\N,1,0
14159,843,williams,0,\N,0,0
14164,844,red_bull,43,\N,25,18
14165,844,ferrari,15,\N,15,0
14166,844,mclaren,20,\N,12,8
14167,844,mercedes,10,\N,10,0
14170,844,sauber,1,\N,1,0
14172,844,williams,0,\N,0,0
14176,845,red_bull,37,\N,25,12
14177,845,mclaren,33,\N,18,15
14178,845,ferrari,10,\N,10,0
14179,845,mercedes,14,\N,8,6
14181,845,sauber,3,\N,2,1
14184,845,williams,0,\N,0,0
14188,846,red_bull,37,\N,25,12
14189,846,ferrari,18,\N,18,0
14190,846,mclaren,23,\N,15,8
14191,846,sauber,10,\N,10,0
14194,846,williams,2,\N,2,0
14196,846,mercedes,0,\N,0,0
14200,847,mclaren,25,\N,25,0
14201,847,red_bull,33,\N,18,15
14202,847,mercedes,12,\N,12,0
14204,847,ferrari,8,\N,8,0
14205,847,sauber,6,\N,6,0
14207,847,williams,2,\N,2,0
14212,848,red_bull,40,\N,25,15
14213,848,ferrari,28,\N,18,10
14214,848,mclaren,20,\N,12,8
14215,848,mercedes,6,\N,6,0
14219,848,sauber,0,\N,0,0
14220,848,williams,0,\N,0,0
14224,849,ferrari,35,\N,25,10
14225,849,red_bull,33,\N,18,15
14226,849,mclaren,12,\N,12,0
14227,849,mercedes,10,\N,8,2
14228,849,sauber,6,\N,6,0
14232,849,williams,0,\N,0,0
14236,850,mclaren,25,\N,25,0
14237,850,ferrari,28,\N,18,10
14238,850,red_bull,27,\N,15,12
14240,850,mercedes,10,\N,6,4
14241,850,sauber,2,\N,2,0
14244,850,williams,0,\N,0,0
14248,851,mclaren,37,\N,25,12
14249,851,red_bull,28,\N,18,10
14250,851,ferrari,23,\N,15,8
14253,851,mercedes,2,\N,2,0
14254,851,sauber,0,\N,0,0
14256,851,williams,0,\N,0,0
14260,852,red_bull,43,\N,25,18
14261,852,mclaren,15,\N,15,0
14262,852,ferrari,16,\N,12,4
14263,852,mercedes,18,\N,10,8
14266,852,williams,1,\N,1,0
14267,852,sauber,0,\N,0,0
14272,853,red_bull,25,\N,25,0
14273,853,mclaren,30,\N,18,12
14274,853,ferrari,23,\N,15,8
14275,853,mercedes,10,\N,10,0
14279,853,williams,0,\N,0,0
14283,853,sauber,0,\N,0,0
14284,854,red_bull,40,\N,25,15
14285,854,mclaren,28,\N,18,10
14286,854,ferrari,14,\N,12,2
14288,854,mercedes,6,\N,6,0
14289,854,sauber,1,\N,1,0
14290,854,williams,0,\N,0,0
14296,855,mclaren,35,\N,25,10
14297,855,ferrari,24,\N,18,6
14298,855,red_bull,27,\N,15,12
14299,855,mercedes,9,\N,8,1
14300,855,sauber,4,\N,4,0
14303,855,williams,0,\N,0,0
14308,856,red_bull,40,\N,25,15
14309,856,mclaren,30,\N,18,12
14310,856,ferrari,18,\N,10,8
14312,856,mercedes,4,\N,4,0
14314,856,williams,0,\N,0,0
14317,856,sauber,0,\N,0,0
14320,857,red_bull,37,\N,25,12
14321,857,mclaren,24,\N,18,6
14322,857,ferrari,15,\N,15,0
14323,857,mercedes,18,\N,10,8
14326,857,sauber,1,\N,1,0
14329,857,williams,0,\N,0,0
14332,858,mclaren,40,\N,25,15
14333,858,ferrari,28,\N,18,10
14334,858,red_bull,12,\N,12,0
14335,858,mercedes,14,\N,8,6
14337,858,sauber,1,\N,1,0
14338,858,williams,0,\N,0,0
14344,859,red_bull,43,\N,25,18
14345,859,mclaren,15,\N,15,0
14346,859,ferrari,22,\N,12,10
14348,859,mercedes,6,\N,6,0
14349,859,sauber,2,\N,2,0
14352,859,williams,0,\N,0,0
14356,860,mclaren,40,\N,25,15
14357,860,red_bull,30,\N,18,12
14358,860,ferrari,10,\N,10,0
14359,860,sauber,12,\N,8,4
14363,860,mercedes,0,\N,0,0
14364,860,williams,0,\N,0,0
14367,861,ferrari,25,\N,25,0
14368,861,sauber,18,\N,18,0
14369,861,mclaren,15,\N,15,0
14370,861,red_bull,12,\N,12,0
14372,861,williams,8,\N,8,0
14375,861,mercedes,1,\N,1,0
14379,862,mercedes,25,\N,25,0
14380,862,mclaren,33,\N,18,15
14381,862,red_bull,22,\N,12,10
14383,862,williams,10,\N,6,4
14384,862,ferrari,2,\N,2,0
14385,862,sauber,1,\N,1,0
14391,863,red_bull,37,\N,25,12
14393,863,mercedes,11,\N,10,1
14395,863,ferrari,8,\N,6,2
14396,863,mclaren,4,\N,4,0
14397,863,sauber,0,\N,0,0
14402,863,williams,0,\N,0,0
14403,864,williams,25,\N,25,0
14404,864,ferrari,18,\N,18,0
14406,864,sauber,10,\N,10,0
14407,864,red_bull,8,\N,8,0
14408,864,mercedes,6,\N,6,0
14409,864,mclaren,6,\N,4,2
14415,865,red_bull,37,\N,25,12
14416,865,mercedes,18,\N,18,0
14417,865,ferrari,23,\N,15,8
14418,865,mclaren,10,\N,10,0
14421,865,williams,1,\N,1,0
14422,865,sauber,0,\N,0,0
14427,866,mclaren,25,\N,25,0
14429,866,sauber,17,\N,15,2
14430,866,red_bull,18,\N,12,6
14431,866,ferrari,11,\N,10,1
14432,866,mercedes,8,\N,8,0
14434,866,williams,0,\N,0,0
14439,867,ferrari,25,\N,25,0
14441,867,mercedes,23,\N,15,8
14442,867,red_bull,12,\N,12,0
14444,867,mclaren,4,\N,4,0
14445,867,sauber,2,\N,2,0
14446,867,williams,1,\N,1,0
14451,868,red_bull,40,\N,25,15
14452,868,ferrari,30,\N,18,12
14454,868,mercedes,6,\N,6,0
14455,868,mclaren,5,\N,4,1
14456,868,williams,2,\N,2,0
14457,868,sauber,0,\N,0,0
14463,869,ferrari,25,\N,25,0
14464,869,red_bull,14,\N,10,4
14465,869,mclaren,18,\N,18,0
14467,869,sauber,20,\N,12,8
14468,869,mercedes,7,\N,6,1
14471,869,williams,0,\N,0,0
14475,870,mclaren,33,\N,25,8
14477,870,red_bull,16,\N,12,4
14478,870,ferrari,12,\N,10,2
14479,870,williams,6,\N,6,0
14480,870,mercedes,1,\N,1,0
14482,870,sauber,0,\N,0,0
14487,871,mclaren,25,\N,25,0
14488,871,red_bull,26,\N,18,8
14491,871,ferrari,10,\N,10,0
14492,871,mercedes,6,\N,6,0
14494,871,williams,0,\N,0,0
14495,871,sauber,0,\N,0,0
14499,872,mclaren,25,\N,25,0
14500,872,sauber,20,\N,18,2
14501,872,ferrari,27,\N,15,12
14503,872,mercedes,14,\N,8,6
14505,872,williams,1,\N,1,0
14510,872,red_bull,0,\N,0,0
14511,873,red_bull,25,\N,25,0
14512,873,mclaren,18,\N,18,0
14513,873,ferrari,19,\N,15,4
14515,873,mercedes,10,\N,10,0
14518,873,sauber,1,\N,1,0
14524,874,red_bull,27,\N,25,2
14522,873,williams,0,\N,0,0
14525,874,ferrari,18,\N,18,0
14526,874,sauber,15,\N,15,0
14527,874,mclaren,22,\N,12,10
14530,874,williams,4,\N,4,0
14532,874,mercedes,0,\N,0,0
14536,875,red_bull,43,\N,25,18
14537,875,ferrari,27,\N,15,12
14541,875,mclaren,1,\N,1,0
14542,875,sauber,0,\N,0,0
14543,875,mercedes,0,\N,0,0
14544,875,williams,0,\N,0,0
14548,876,red_bull,40,\N,25,15
14549,876,ferrari,26,\N,18,8
14550,876,mclaren,22,\N,12,10
14553,876,williams,1,\N,1,0
14554,876,mercedes,0,\N,0,0
14556,876,sauber,0,\N,0,0
14561,877,ferrari,24,\N,18,6
14562,877,red_bull,15,\N,15,0
14563,877,mclaren,12,\N,12,0
14564,877,williams,14,\N,10,4
14565,877,sauber,8,\N,8,0
14568,877,mercedes,0,\N,0,0
14572,878,mclaren,35,\N,25,10
14573,878,red_bull,18,\N,18,0
14574,878,ferrari,27,\N,15,12
14577,878,williams,3,\N,2,1
14578,878,sauber,0,\N,0,0
14580,878,mercedes,0,\N,0,0
14584,879,mclaren,25,\N,25,0
14585,879,ferrari,33,\N,18,15
14586,879,red_bull,20,\N,12,8
14588,879,mercedes,6,\N,6,0
14590,879,sauber,2,\N,2,0
14595,879,williams,0,\N,0,0
14597,880,ferrari,30,\N,18,12
14598,880,red_bull,23,\N,15,8
14599,880,mercedes,10,\N,10,0
14601,880,mclaren,2,\N,2,0
14603,880,sauber,0,\N,0,0
14604,880,williams,0,\N,0,0
14607,881,red_bull,43,\N,25,18
14608,881,mercedes,27,\N,15,12
14609,881,ferrari,10,\N,10,0
14611,881,sauber,4,\N,4,0
14612,881,mclaren,2,\N,2,0
14614,881,williams,0,\N,0,0
14618,882,ferrari,33,\N,25,8
14620,882,mercedes,15,\N,15,0
14621,882,red_bull,12,\N,12,0
14622,882,mclaren,10,\N,10,0
14625,882,sauber,1,\N,1,0
14626,882,williams,0,\N,0,0
14629,883,red_bull,31,\N,25,6
14632,883,mercedes,12,\N,10,2
14633,883,mclaren,9,\N,8,1
14634,883,ferrari,4,\N,4,0
14635,883,williams,0,\N,0,0
14636,883,sauber,0,\N,0,0
14640,884,ferrari,40,\N,25,15
14642,884,red_bull,22,\N,12,10
14643,884,mercedes,8,\N,8,0
14645,884,mclaren,6,\N,4,2
14647,884,sauber,0,\N,0,0
14648,884,williams,0,\N,0,0
14651,885,mercedes,37,\N,25,12
14652,885,red_bull,33,\N,18,15
14654,885,mclaren,8,\N,8,0
14655,885,ferrari,6,\N,6,0
14658,885,sauber,0,\N,0,0
14659,885,williams,0,\N,0,0
14662,886,red_bull,37,\N,25,12
14663,886,ferrari,22,\N,18,4
14664,886,mercedes,25,\N,15,10
14668,886,mclaren,0,\N,0,0
14669,886,williams,0,\N,0,0
14672,886,sauber,0,\N,0,0
14673,887,mercedes,37,\N,25,12
14674,887,red_bull,18,\N,18,0
14675,887,ferrari,23,\N,15,8
14679,887,sauber,1,\N,1,0
14680,887,williams,0,\N,0,0
14681,887,mclaren,0,\N,0,0
14684,888,red_bull,31,\N,25,6
14686,888,ferrari,12,\N,12,0
14687,888,mercedes,12,\N,10,2
14688,888,mclaren,12,\N,8,4
14689,888,sauber,1,\N,1,0
14692,888,williams,0,\N,0,0
14695,890,mercedes,25,\N,25,0
14697,890,red_bull,27,\N,15,12
14698,890,ferrari,14,\N,10,4
14699,890,mclaren,8,\N,6,2
14700,890,williams,1,\N,1,0
14701,890,sauber,0,\N,0,0
14706,891,red_bull,35,\N,25,10
14707,891,ferrari,24,\N,18,6
14708,891,mercedes,27,\N,15,12
14709,891,mclaren,8,\N,8,0
14713,891,sauber,0,\N,0,0
14714,891,williams,0,\N,0,0
14717,892,red_bull,40,\N,25,15
14718,892,ferrari,30,\N,18,12
14719,892,sauber,10,\N,10,0
14720,892,mercedes,10,\N,8,2
14723,892,mclaren,1,\N,1,0
14724,892,williams,0,\N,0,0
14728,893,red_bull,25,\N,25,0
14729,893,ferrari,26,\N,18,8
14731,893,mercedes,22,\N,12,10
14732,893,mclaren,10,\N,6,4
14733,893,sauber,2,\N,2,0
14735,893,williams,0,\N,0,0
14739,894,red_bull,25,\N,25,0
14741,894,sauber,12,\N,12,0
14742,894,mercedes,16,\N,10,6
14743,894,ferrari,10,\N,8,2
14744,894,mclaren,5,\N,4,1
14745,894,williams,0,\N,0,0
14750,895,red_bull,43,\N,25,18
14752,895,ferrari,13,\N,12,1
14753,895,sauber,14,\N,8,6
14754,895,mercedes,4,\N,4,0
14755,895,mclaren,2,\N,2,0
14758,895,williams,0,\N,0,0
14761,896,red_bull,25,\N,25,0
14762,896,mercedes,26,\N,18,8
14764,896,ferrari,12,\N,12,0
14765,896,mclaren,10,\N,10,0
14768,896,williams,0,\N,0,0
14769,896,sauber,0,\N,0,0
14772,897,red_bull,43,\N,25,18
14773,897,mercedes,21,\N,15,6
14775,897,ferrari,14,\N,10,4
14777,897,mclaren,2,\N,2,0
14778,897,williams,0,\N,0,0
14779,897,sauber,0,\N,0,0
14783,898,red_bull,40,\N,25,15
14785,898,mercedes,14,\N,12,2
14786,898,ferrari,10,\N,10,0
14787,898,sauber,8,\N,8,0
14788,898,mclaren,7,\N,6,1
14789,898,williams,4,\N,4,0
14794,899,red_bull,43,\N,25,18
14795,899,ferrari,21,\N,15,6
14796,899,mclaren,20,\N,12,8
14797,899,mercedes,12,\N,10,2
14798,899,sauber,4,\N,4,0
14802,899,williams,0,\N,0,0
16881,1120,ferrari,18,\N,18,0
16880,1120,red_bull,38,\N,26,12
14808,900,mercedes,25,\N,25,0
14809,900,red_bull,0,\N,0,0
14810,900,mclaren,33,\N,18,15
14811,900,ferrari,18,\N,12,6
14812,900,williams,10,\N,10,0
14815,900,sauber,0,\N,0,0
14819,901,mercedes,43,\N,25,18
14820,901,red_bull,15,\N,15,0
14821,901,ferrari,12,\N,12,0
14823,901,mclaren,10,\N,8,2
14824,901,williams,10,\N,6,4
14829,901,sauber,0,\N,0,0
14830,902,mercedes,43,\N,25,18
14832,902,red_bull,20,\N,12,8
14833,902,williams,10,\N,6,4
14834,902,ferrari,3,\N,2,1
14839,902,mclaren,0,\N,0,0
14840,902,sauber,0,\N,0,0
14841,903,mercedes,43,\N,25,18
14842,903,ferrari,19,\N,15,4
14843,903,red_bull,22,\N,12,10
14845,903,williams,6,\N,6,0
14847,903,mclaren,0,\N,0,0
14849,903,sauber,0,\N,0,0
15820,1007,red_bull,25,\N,25,0
14853,904,mercedes,43,\N,25,18
14854,904,red_bull,27,\N,15,12
14855,904,williams,10,\N,10,0
14856,904,ferrari,14,\N,8,6
14859,904,mclaren,0,\N,0,0
14861,904,sauber,0,\N,0,0
14864,905,mercedes,43,\N,25,18
14865,905,red_bull,15,\N,15,0
14866,905,ferrari,12,\N,12,0
14868,905,mclaren,9,\N,8,1
14869,905,williams,6,\N,6,0
14873,905,sauber,0,\N,0,0
14875,906,red_bull,40,\N,25,15
14876,906,mercedes,18,\N,18,0
14877,906,mclaren,14,\N,12,2
14879,906,ferrari,9,\N,8,1
14880,906,williams,6,\N,6,0
14882,906,sauber,0,\N,0,0
14886,907,mercedes,43,\N,25,18
14887,907,williams,27,\N,15,12
14888,907,ferrari,11,\N,10,1
14890,907,mclaren,6,\N,6,0
14891,907,red_bull,4,\N,4,0
14893,907,sauber,0,\N,0,0
14897,908,mercedes,25,\N,25,0
14898,908,williams,18,\N,18,0
14899,908,red_bull,25,\N,15,10
14900,908,mclaren,18,\N,12,6
14901,908,ferrari,8,\N,8,0
14905,908,sauber,0,\N,0,0
14908,909,mercedes,40,\N,25,15
14909,909,williams,18,\N,18,0
14910,909,red_bull,20,\N,12,8
14911,909,ferrari,10,\N,10,0
14913,909,mclaren,6,\N,4,2
14916,909,sauber,0,\N,0,0
14919,910,red_bull,31,\N,25,6
14920,910,ferrari,26,\N,18,8
14921,910,mercedes,27,\N,15,12
14922,910,williams,14,\N,10,4
14924,910,mclaren,1,\N,1,0
14925,910,sauber,0,\N,0,0
14930,911,red_bull,35,\N,25,10
14931,911,mercedes,18,\N,18,0
14932,911,williams,15,\N,15,0
14933,911,ferrari,18,\N,12,6
14934,911,mclaren,8,\N,8,0
14937,911,sauber,0,\N,0,0
14941,912,mercedes,43,\N,25,18
14942,912,williams,27,\N,15,12
14943,912,red_bull,18,\N,10,8
14945,912,mclaren,5,\N,4,1
14946,912,ferrari,2,\N,2,0
14949,912,sauber,0,\N,0,0
14952,913,mercedes,25,\N,25,0
14953,913,red_bull,33,\N,18,15
14954,913,ferrari,16,\N,12,4
14955,913,williams,10,\N,10,0
14958,913,mclaren,1,\N,1,0
14962,913,sauber,0,\N,0,0
14963,914,mercedes,43,\N,25,18
14964,914,red_bull,27,\N,15,12
14965,914,mclaren,10,\N,10,0
14966,914,williams,14,\N,8,6
14969,914,ferrari,0,\N,0,0
14970,914,sauber,0,\N,0,0
14974,915,mercedes,43,\N,25,18
14975,915,williams,15,\N,15,0
14976,915,mclaren,22,\N,12,10
14977,915,ferrari,10,\N,8,2
14978,915,red_bull,10,\N,6,4
14981,915,sauber,0,\N,0,0
16883,1120,mclaren,18,\N,10,8
16882,1120,mercedes,17,\N,15,2
14987,916,mercedes,43,\N,25,18
14988,916,red_bull,21,\N,15,6
14989,916,williams,22,\N,12,10
14990,916,ferrari,8,\N,8,0
14991,916,mclaren,4,\N,4,0
14994,916,sauber,0,\N,0,0
14996,917,mercedes,43,\N,25,18
14997,917,williams,16,\N,15,1
14998,917,mclaren,14,\N,12,2
14999,917,red_bull,10,\N,10,0
15000,917,ferrari,14,\N,8,6
15004,917,sauber,0,\N,0,0
15005,918,mercedes,50,\N,50,0
15006,918,williams,66,\N,36,30
15007,918,red_bull,32,\N,24,8
15008,918,mclaren,20,\N,20,0
15010,918,ferrari,6,\N,4,2
15013,918,sauber,0,\N,0,0
15821,1007,ferrari,33,\N,18,15
15015,926,mercedes,43,\N,25,18
15016,926,ferrari,15,\N,15,0
15017,926,williams,12,\N,12,0
15018,926,sauber,14,\N,10,4
15019,926,red_bull,8,\N,8,0
15022,926,mclaren,0,\N,0,0
15024,927,ferrari,37,\N,25,12
15025,927,mercedes,33,\N,18,15
15026,927,williams,18,\N,10,8
15028,927,red_bull,3,\N,2,1
15030,927,sauber,0,\N,0,0
15033,927,mclaren,0,\N,0,0
15034,928,mercedes,43,\N,25,18
15035,928,ferrari,27,\N,15,12
15036,928,williams,18,\N,10,8
15038,928,sauber,5,\N,4,1
15039,928,red_bull,2,\N,2,0
15041,928,mclaren,0,\N,0,0
15044,929,mercedes,40,\N,25,15
15045,929,ferrari,28,\N,18,10
15046,929,williams,13,\N,12,1
15047,929,red_bull,10,\N,8,2
15050,929,mclaren,0,\N,0,0
15051,929,sauber,0,\N,0,0
15054,930,mercedes,43,\N,25,18
15055,930,ferrari,25,\N,15,10
15056,930,williams,20,\N,12,8
15057,930,red_bull,7,\N,6,1
15060,930,sauber,0,\N,0,0
15062,930,mclaren,0,\N,0,0
15064,931,mercedes,40,\N,25,15
15065,931,ferrari,26,\N,18,8
15066,931,red_bull,22,\N,12,10
15068,931,mclaren,4,\N,4,0
15069,931,sauber,2,\N,2,0
15072,931,williams,0,\N,0,0
15074,932,mercedes,43,\N,25,18
15075,932,williams,23,\N,15,8
15076,932,ferrari,22,\N,12,10
15079,932,red_bull,2,\N,2,0
15081,932,sauber,0,\N,0,0
15083,932,mclaren,0,\N,0,0
15084,933,mercedes,43,\N,25,18
15085,933,williams,25,\N,15,10
15086,933,ferrari,12,\N,12,0
15090,933,red_bull,1,\N,1,0
15091,933,sauber,0,\N,0,0
15093,933,mclaren,0,\N,0,0
15094,934,mercedes,43,\N,25,18
15095,934,ferrari,19,\N,15,4
15096,934,williams,22,\N,12,10
15097,934,red_bull,8,\N,8,0
15099,934,mclaren,1,\N,1,0
15100,934,sauber,0,\N,0,0
15104,936,ferrari,25,\N,25,0
15105,936,red_bull,33,\N,18,15
15107,936,mclaren,12,\N,10,2
15108,936,mercedes,12,\N,8,4
15110,936,sauber,1,\N,1,0
15111,936,williams,0,\N,0,0
15114,937,mercedes,43,\N,25,18
15116,937,red_bull,12,\N,12,0
15118,937,williams,10,\N,8,2
15119,937,ferrari,6,\N,6,0
15121,937,sauber,1,\N,1,0
15122,937,mclaren,0,\N,0,0
15125,938,mercedes,25,\N,25,0
15126,938,ferrari,28,\N,18,10
15127,938,williams,27,\N,15,12
15129,938,red_bull,5,\N,4,1
15130,938,sauber,2,\N,2,0
15132,938,mclaren,0,\N,0,0
15135,939,ferrari,40,\N,25,15
15136,939,red_bull,26,\N,18,8
15137,939,mercedes,12,\N,12,0
15138,939,williams,10,\N,10,0
15141,939,sauber,1,\N,1,0
15144,939,mclaren,0,\N,0,0
15145,940,mercedes,43,\N,25,18
15146,940,ferrari,27,\N,15,12
15147,940,williams,10,\N,10,0
15151,940,mclaren,0,\N,0,0
15152,940,red_bull,0,\N,0,0
15153,940,sauber,0,\N,0,0
15155,941,mercedes,25,\N,25,0
15156,941,ferrari,22,\N,18,4
15158,941,williams,12,\N,12,0
15159,941,red_bull,10,\N,0,10
15160,941,sauber,8,\N,8,0
15162,941,mclaren,2,\N,2,0
15166,942,mercedes,43,\N,25,18
15167,942,ferrari,15,\N,15,0
15170,942,mclaren,8,\N,8,0
15172,942,sauber,2,\N,2,0
15173,942,red_bull,1,\N,1,0
15175,942,williams,0,\N,0,0
15176,943,mercedes,43,\N,25,18
15177,943,williams,23,\N,15,8
15178,943,red_bull,22,\N,12,10
15182,943,sauber,0,\N,0,0
15183,943,mclaren,0,\N,0,0
15185,943,ferrari,0,\N,0,0
15186,944,mercedes,43,\N,25,18
15187,944,ferrari,27,\N,15,12
15188,944,williams,10,\N,10,0
15190,944,red_bull,6,\N,6,0
15193,944,sauber,0,\N,0,0
15194,944,mclaren,0,\N,0,0
15197,945,mercedes,43,\N,25,18
15198,945,ferrari,27,\N,15,12
15200,945,red_bull,9,\N,8,1
15201,945,williams,4,\N,4,0
15204,945,mclaren,0,\N,0,0
15205,945,sauber,0,\N,0,0
15208,948,mercedes,43,\N,25,18
15209,948,ferrari,15,\N,15,0
15210,948,red_bull,12,\N,12,0
15211,948,williams,14,\N,10,4
15212,948,haas,8,\N,8,0
15216,948,mclaren,0,\N,0,0
15217,948,sauber,0,\N,0,0
15219,949,mercedes,40,\N,25,15
15220,949,ferrari,18,\N,18,0
15221,949,red_bull,18,\N,12,6
15222,949,haas,10,\N,10,0
15224,949,williams,6,\N,4,2
15225,949,mclaren,1,\N,1,0
15227,949,sauber,0,\N,0,0
15230,950,mercedes,31,\N,25,6
15231,950,ferrari,28,\N,18,10
15232,950,red_bull,27,\N,15,12
15233,950,williams,9,\N,8,1
15236,950,mclaren,0,\N,0,0
15237,950,haas,0,\N,0,0
15238,950,sauber,0,\N,0,0
15241,951,mercedes,43,\N,25,18
15242,951,ferrari,15,\N,15,0
15243,951,williams,22,\N,12,10
15244,951,mclaren,9,\N,8,1
15246,951,haas,4,\N,4,0
15248,951,red_bull,0,\N,0,0
15250,951,sauber,0,\N,0,0
15252,952,red_bull,37,\N,25,12
15253,952,ferrari,33,\N,18,15
15254,952,williams,14,\N,10,4
15257,952,mclaren,2,\N,2,0
15258,952,haas,0,\N,0,0
15259,952,sauber,0,\N,0,0
15262,952,mercedes,0,\N,0,0
15263,953,mercedes,31,\N,25,6
15264,953,red_bull,18,\N,18,0
15266,953,ferrari,12,\N,12,0
15267,953,mclaren,12,\N,10,2
15269,953,williams,1,\N,1,0
15270,953,haas,0,\N,0,0
15272,953,sauber,0,\N,0,0
15274,954,mercedes,35,\N,25,10
15275,954,ferrari,26,\N,18,8
15276,954,williams,15,\N,15,0
15277,954,red_bull,18,\N,12,6
15280,954,mclaren,0,\N,0,0
15281,954,haas,0,\N,0,0
15282,954,sauber,0,\N,0,0
15285,955,mercedes,35,\N,25,10
15286,955,ferrari,30,\N,18,12
15288,955,williams,9,\N,8,1
15289,955,red_bull,10,\N,6,4
15290,955,mclaren,0,\N,0,0
15291,955,sauber,0,\N,0,0
15292,955,haas,0,\N,0,0
15296,956,mercedes,37,\N,25,12
15297,956,red_bull,28,\N,18,10
15298,956,ferrari,15,\N,15,0
15299,956,mclaren,8,\N,8,0
15300,956,haas,6,\N,6,0
15302,956,williams,2,\N,2,0
15305,956,sauber,0,\N,0,0
15307,957,mercedes,40,\N,25,15
15308,957,red_bull,30,\N,18,12
15309,957,ferrari,12,\N,10,2
15312,957,williams,0,\N,0,0
15313,957,mclaren,0,\N,0,0
15314,957,sauber,0,\N,0,0
15315,957,haas,0,\N,0,0
15318,958,mercedes,43,\N,25,18
15319,958,red_bull,25,\N,15,10
15320,958,ferrari,20,\N,12,8
15321,958,mclaren,6,\N,6,0
15323,958,williams,2,\N,2,0
15326,958,haas,0,\N,0,0
15327,958,sauber,0,\N,0,0
15329,959,mercedes,37,\N,25,12
15330,959,red_bull,33,\N,18,15
15331,959,ferrari,18,\N,10,8
15333,959,mclaren,4,\N,4,0
15334,959,williams,2,\N,2,0
15335,959,haas,0,\N,0,0
15339,959,sauber,0,\N,0,0
15340,960,mercedes,40,\N,25,15
15341,960,red_bull,18,\N,18,0
15343,960,ferrari,10,\N,8,2
15344,960,mclaren,6,\N,6,0
15345,960,williams,5,\N,4,1
15346,960,haas,0,\N,0,0
15350,960,sauber,0,\N,0,0
15351,961,mercedes,43,\N,25,18
15352,961,ferrari,27,\N,15,12
15353,961,red_bull,16,\N,10,6
15354,961,williams,10,\N,8,2
15356,961,haas,0,\N,0,0
15357,961,mclaren,0,\N,0,0
15359,961,sauber,0,\N,0,0
15362,962,mercedes,40,\N,25,15
15363,962,red_bull,26,\N,18,8
15364,962,ferrari,22,\N,12,10
15365,962,mclaren,6,\N,6,0
15369,962,haas,0,\N,0,0
15370,962,williams,0,\N,0,0
15371,962,sauber,0,\N,0,0
15373,963,red_bull,43,\N,25,18
15374,963,mercedes,15,\N,15,0
15375,963,ferrari,12,\N,12,0
15376,963,williams,10,\N,10,0
15378,963,mclaren,8,\N,6,2
15381,963,sauber,0,\N,0,0
15383,963,haas,0,\N,0,0
15384,964,mercedes,40,\N,25,15
15385,964,red_bull,26,\N,18,8
15386,964,ferrari,22,\N,12,10
15388,964,williams,3,\N,2,1
15389,964,haas,0,\N,0,0
15392,964,sauber,0,\N,0,0
15393,964,mclaren,0,\N,0,0
15395,965,mercedes,43,\N,25,18
15396,965,red_bull,15,\N,15,0
15397,965,ferrari,12,\N,12,0
15398,965,mclaren,12,\N,10,2
15400,965,williams,6,\N,6,0
15402,965,haas,1,\N,1,0
15404,965,sauber,0,\N,0,0
15406,966,mercedes,43,\N,25,18
15407,966,ferrari,18,\N,10,8
15408,966,red_bull,27,\N,15,12
15410,966,williams,6,\N,4,2
15411,966,sauber,0,\N,0,0
15412,966,mclaren,0,\N,0,0
15415,966,haas,0,\N,0,0
15417,967,mercedes,43,\N,25,18
15418,967,red_bull,19,\N,15,4
15420,967,ferrari,10,\N,10,0
15422,967,sauber,2,\N,2,0
